110,2,151,154_184_248_291,995_168_1090_283,1075_125_1138_199,75_98_123_166,1125_63_1174_135,140_106_200_184
115,2,151,154_185_248_294,997_168_1088_282,1075_125_1138_198,75_98_124_166,1125_63_1175_136,145_106_208_183
120,2,151,162_188_245_304,998_167_1088_282,1075_125_1138_198,75_98_124_166,1126_63_1175_136,147_106_209_182
125,2,151,165_186_249_302,999_167_1089_282,1075_125_1138_198,75_98_124_166,1126_63_1176_136,147_106_209_182
130,2,151,171_181_258_295,998_169_1089_283,1075_125_1139_198,1126_63_1176_137,75_98_124_165,147_106_209_181
135,2,151,177_180_271_292,999_169_1090_283,1075_125_1139_198,1127_63_1176_137,79_103_127_160,147_107_209_183
140,2,151,184_184_278_294,1000_169_1090_282,1081_125_1146_198,1127_64_1177_138,147_108_210_183,79_103_127_162
145,2,151,1001_170_1091_283,190_186_280_300,1127_64_1178_139,1082_125_1147_199,148_108_210_183,76_99_127_164
150,2,151,1000_171_1089_285,190_188_281_298,1081_125_1147_199,1127_65_1178_139,149_109_210_183,76_99_127_164
153,3,233,688_141_773_249
155,3,233,688_140_772_249
160,3,233,690_139_772_250
165,3,233,688_141_772_249
170,3,233,684_146_773_248
175,3,233,676_141_760_247
180,3,233,671_144_758_247
185,3,233,665_147_753_253
190,3,233,665_148_751_253
195,3,233,663_149_749_255
200,3,233,654_150_741_254
205,3,233,650_152_736_256
210,3,233,642_150_730_255
215,3,233,627_147_717_251
220,3,233,617_153_707_256
225,3,233,612_152_703_261
230,3,233,605_151_694_255
235,4,299,974_148_1063_264,188_168_283_274,1059_95_1126_170,154_92_210_165,1108_37_1154_102,87_85_135_148
240,4,299,976_148_1065_265,193_166_289_272,1062_95_1127_171,90_88_137_147,155_93_210_165,1109_37_1156_99
245,4,299,194_165_292_273,979_148_1068_264,1064_94_1130_170,1107_33_1157_102,161_91_218_163,89_83_142_151
250,4,299,195_165_292_273,984_146_1073_261,1074_90_1136_172,99_86_147_147,163_92_220_161,1112_35_1164_100
255,4,299,984_149_1084_256,198_162_289_274,1074_94_1139_169,101_88_147_147,1118_36_1168_99,170_90_226_163
260,4,299,985_147_1084_256,200_162_291_275,1075_92_1141_168,172_91_228_162,1118_33_1170_103,108_83_155_146
265,4,299,209_163_296_274,982_145_1075_254,1084_90_1149_166,110_86_157_146,174_90_231_162,1127_32_1175_103
270,4,299,211_164_299_273,983_148_1072_255,1088_89_1151_164,112_86_160_145,175_90_232_162,1129_33_1179_101
275,4,299,214_164_301_270,987_147_1072_255,1095_87_1160_161,182_92_242_164,121_86_168_147,1140_36_1186_98
280,4,299,989_142_1077_256,220_158_308_271,1099_83_1163_157,123_86_170_145,184_90_243_163,1137_34_1190_99
285,4,299,991_144_1079_255,223_158_309_270,1110_77_1172_153,125_84_171_142,193_88_252_160,1152_34_1197_97
290,4,299,993_144_1080_255,227_160_312_270,1110_78_1173_152,134_82_181_140,195_87_255_159,1150_31_1200_97
295,4,299,996_143_1081_256,229_159_309_272,1111_78_1172_151,137_82_185_140,197_87_256_160,1152_31_1203_97
300,5,383,588_99_677_223
301,5,383,589_101_678_223
305,5,383,593_101_683_224
310,5,383,604_95_694_218
315,5,383,616_97_702_219
320,5,383,624_95_714_216,892_405_984_545
325,5,383,628_95_715_214,904_382_1014_568
330,5,383,632_93_719_214,905_382_1013_565
335,5,383,635_94_721_213
340,5,383,639_93_725_216
345,5,383,645_89_735_213,-2_211_113_331
350,5,383,648_89_737_210,-1_209_112_329
355,5,383,643_87_736_212
360,5,383,635_85_733_210,5_211_124_329
365,5,383,633_83_732_210,13_197_136_358
370,5,383,635_82_732_208,19_207_132_329
375,5,383,637_78_733_205,23_204_132_328
380,5,383,641_73_738_202,25_188_150_344
385,6,556,833_275_919_404,980_166_1065_265,338_98_397_169,1053_100_1110_173
390,6,556,852_255_947_388,974_164_1055_268,332_97_391_169,1052_99_1108_174,160_167_242_277
395,6,556,852_249_959_383,329_98_388_170,970_164_1056_267,1045_99_1102_174,170_175_237_274
400,6,556,845_249_955_383,972_173_1043_266,321_97_378_171,1036_98_1094_173,149_173_229_278,1250_128_1281_208
405,6,556,844_248_960_392,316_97_374_169,952_164_1034_268,1030_98_1088_173,155_178_221_271,1237_127_1277_206
410,6,556,845_249_964_393,955_164_1039_269,316_96_374_167,1032_98_1089_171,157_176_221_269,1238_128_1278_205
415,6,556,852_250_970_394,962_164_1047_266,322_94_378_168,1041_96_1100_172,162_174_227_272
420,6,556,853_248_978_393,969_163_1056_266,329_94_388_165,1051_96_1108_171,169_174_234_270
425,6,556,852_248_976_393,970_163_1056_266,329_93_388_164,169_173_234_267,1052_95_1110_170
430,6,556,847_248_969_393,157_172_226_263,966_162_1055_264,323_89_381_166,1047_93_1104_171
435,6,556,839_243_958_386,145_173_216_261,958_163_1040_266,316_90_376_163,1041_94_1100_171
440,6,556,830_244_947_390,950_161_1033_264,306_88_367_161,140_168_212_260,1031_94_1091_168,88_118_135_188,1248_129_1281_203
445,6,556,823_243_943_388,133_171_203_262,941_159_1025_265,299_88_358_161,1029_94_1087_169,77_114_126_191,1237_126_1277_200
450,6,556,812_239_937_386,122_171_193_260,935_162_1019_264,293_87_353_158,1024_91_1081_169,63_116_116_189,1234_125_1277_203
455,6,556,807_241_927_386,929_160_1011_263,286_86_344_157,115_170_185_259,1020_92_1078_170,60_111_113_183,1231_123_1276_203
460,6,556,800_242_922_386,923_160_1010_262,110_169_180_261,282_85_342_158,1013_91_1073_168,54_112_103_187,1221_126_1272_201
465,6,556,795_240_915_382,100_168_170_258,917_161_1001_264,274_86_332_157,1009_89_1069_167,1217_123_1274_196,53_111_98_186
470,6,556,788_238_912_385,914_161_997_263,95_166_166_259,270_85_331_156,1007_88_1067_166,39_106_92_180,1216_123_1273_197
475,6,556,785_238_910_386,913_160_997_262,91_169_161_255,1007_87_1070_166,265_83_325_154,1216_123_1273_198,30_104_85_177
480,6,556,786_237_910_386,913_159_997_261,90_168_158_254,264_80_323_153,1009_87_1071_166,28_104_83_176,1224_120_1280_201
485,6,556,783_237_910_385,911_159_997_261,87_167_157_256,262_78_321_152,1009_86_1072_166,25_104_81_174,1224_119_1281_201
490,6,556,780_237_905_383,910_158_995_261,78_165_149_254,259_78_320_153,1007_85_1071_165,18_101_73_174,1225_118_1280_199
495,6,556,776_237_904_384,905_154_990_261,60_154_147_253,251_77_312_152,1007_84_1071_164,11_98_71_174,1225_117_1280_199
500,6,556,776_236_905_384,909_157_995_261,52_157_143_251,248_76_311_151,1009_83_1072_163,12_97_69_173,1227_117_1280_198
505,6,556,778_235_907_383,907_155_997_260,52_155_143_250,248_75_310_150,1021_77_1077_164,15_98_68_170,1232_116_1278_199
510,6,556,780_234_909_386,909_155_999_259,51_153_142_250,247_74_309_148,1023_76_1079_163,6_95_61_172,1247_113_1282_202
515,6,556,777_230_913_384,909_154_999_259,49_151_139_250,245_72_309_146,1025_74_1080_162,3_95_60_172,1251_113_1285_201
520,6,556,776_227_911_383,908_153_1000_259,49_148_136_250,240_70_303_145,1026_69_1084_161,1_94_60_170
525,6,556,781_223_913_382,910_152_1000_258,40_147_130_246,239_66_302_144,1031_67_1089_159,0_94_59_170
530,6,556,782_220_912_380,909_151_1002_256,39_144_128_245,238_65_302_142,1032_68_1091_156,1_89_58_167
535,6,556,778_220_913_374,910_148_1003_254,237_64_301_140,37_142_126_247,1032_67_1092_154,1_89_46_170
540,6,556,778_220_912_371,908_146_1003_252,240_56_299_142,32_145_119_243,1033_66_1093_152,1_85_44_172
545,6,556,776_216_909_370,908_145_1003_252,240_54_298_140,30_143_117_242,1035_65_1095_151,1_86_42_170
550,6,556,774_215_907_365,910_144_1005_253,29_142_116_240,241_52_298_138,1041_64_1101_151,2_85_42_168
555,6,556,779_215_909_364,920_144_1013_251,42_145_115_238,243_48_299_136,1047_63_1107_151,1_78_42_165
